,name,time,tweet
268,Olawale,11/11/2019 16:25,HELL no to N-POWER holding down our stipends
269,adegoke semiu,11/11/2019 16:21,"N-POWER  Pls
Why are you guys delaying our stipend?"
270,Jacob Wakili,11/11/2019 16:07,"N-POWER This is sad 
Please act accordingly"
271,Bryt ™,11/11/2019 16:01,"N-POWER It has come to our notice that Npower beneficiaries have been refused their October stipend, is this how…"
272,ALIYU ABDULLAHI ISYAKU,11/11/2019 16:01,N-POWER Thanks we really appreciate your concern
273,Joe Johnson,11/11/2019 15:57,N-POWER  are the ones frustrating the very essence of the programme…
274,Arowolo damope,11/11/2019 15:46,Me and a friend started a catfish business last year but wasn't profitable cos of this delay in stipend - N-POWER
275,Habeebullah,11/11/2019 15:45,"N-POWER all you are doing to us is not good, because we really depended on this stipend"
276,Sena,11/11/2019 15:35,Nteach is federal this is state 🤷🏻
277,Henry,11/11/2019 15:33,N-POWER Without payment? This is wicked oooo
278,Becky Moses,11/11/2019 15:26,"N-POWER, I think we should stop working until they pay us . Once it 31st of each month and we are n…"
279,ADELOWOKAN TEMITOPE,11/11/2019 15:24,"N-POWER, Congratulations to u guys employed"
280,UMAR KASIM,11/11/2019 15:16,"N-POWER, good bless river state and all npower teams"
281,Shola Amaju,11/11/2019 15:14,"N-POWER, Please answer... U r eating free money and u complaining... Swear that u r regularly going t…"
282,Harmony Johnson,11/11/2019 15:02,"N-POWER, Amazing day without payment? Hunger is striking oooo"
283,Ikorodu jerman,11/11/2019 15:01,Npower beneficiaries in crossriver are more than 76 so pls and pls don't use this as an excuse to stop to paying stipend
284,PEPECHINII,11/11/2019 14:58,"N-POWER, did you even stop to think of how the Muslim brothers you mention had to celebrate eid Maloud without money."
285,Ikorodu jerman,11/11/2019 14:57,N-POWER is not paying on time
286,Chidi Okere,11/11/2019 14:48,N-POWER is  Very unfortunate
287,F - young,11/11/2019 14:34,N-POWER is not handling  financial situation
288,marky,11/11/2019 14:32,"N-POWER This is encouraging, it will be quite welcoming if other states do same else."
289,Benjazy,11/11/2019 14:28,N-POWER When will Nigeria ever get it right? planning to get rid of 2016 volunteers
290,Brown Bread,11/11/2019 14:27,"N-POWER, They are the link between the government and the beneficiaries so what exactly are u saying now"
291,Nsikak,11/11/2019 14:19,N-POWER Please just pay stipend
292,Nsikak,11/11/2019 14:19,N-POWER  is quite poor
293,Chinonyerem Nwokocha,11/11/2019 14:12,N-POWER Congratulation
294,Stil Agro,11/11/2019 14:03,N-POWER making impacts but payment of staffs is a problem
295,Stil Agro,11/11/2019 14:03,"N-POWER, please pay us am tried of this delay"
296,Stil Agro,11/11/2019 14:03,Too much delay in payment of stipends
297,Stil Agro,11/11/2019 14:02,N-POWER is not trying at all
298,Stil Agro,11/11/2019 14:02,N-POWER NEEDS to be reoriented on staff managements
299,Stil Agro,11/11/2019 14:01,N-POWER not paying on time is rubbish. They have to start paying stipends on time
300,Stil Agro,11/11/2019 13:59,N-POWER is great but the system needs greater improvement
301,Stil Agro,11/11/2019 13:59,N-POWER consider making more equipment/tools available for beneficiaries
302,Stil Agro,11/11/2019 13:58,This programme is terrible
303,aladelokun jimlas,11/11/2019 13:58,"Lol, what u read in d books is disturbing your judgments about the reality"
304,OjoOluwa Ibiloye-Ohjay,11/11/2019 13:57,"Currently, I'm not a politician. I'm a Political Scientist by…"
305,Oladapo jamal oluwatobiloba,11/11/2019 13:55,"N-POWER Happy eid-el-maulud
But, but. No salaries for us, too bad"
306,Inyaka Godspower,11/11/2019 13:50,Those 76 Npower beneficiaries employed by the state are either related to govt…
307,This girl isn't that girl,11/11/2019 13:46,N-POWER is lacking visison and focus
308,Diamond,11/11/2019 13:46,"N-POWER Please when will you pay us, it really hard"
309,Marvellous,11/11/2019 13:35,N-POWER Can you kindly help me out with this challenges. I am be try to login for some days ago but found it a
310,dada femi white,11/11/2019 13:30,N-POWERCongratulations to the beneficiary's.
311,Adekunle,11/11/2019 13:23,N-POWER Good!
312,@Abu~Suhaemat,11/11/2019 13:23,N-POWER thanks for ur celebration. We have good appreciation on you.
313,Neggyfootwears,11/11/2019 13:16,N-POWER when are you paying us for last month? Don't be so adamant
314,OTUBO MONDAY,11/11/2019 13:14,N-POWER recruitment of new intake is on?
315,Omenesa Muhammed Z,11/11/2019 13:09,N-POWER Go and sack them
316,Hajia Adijat,11/11/2019 13:06,"N-POWER Wow! That's great, congrats to the volunteers"
317,aladelokun jimlas,11/11/2019 13:05,N-POWER Do something else like what????? Looking at your profile it'…
318,MuhD Qassim Adebayo,11/11/2019 13:03,N-POWER Not at all!
319,slimjuice7,11/11/2019 13:02,N-POWER sometimes lack focus in management
320,OjoOluwa Ibiloye-Ohjay,11/11/2019 13:00,You know it's not a must to be part of N-Power to be valid
321,MuhD Qassim Adebayo,11/11/2019 13:00,N-POWER Attention to      …
322,MuhD Qassim Adebayo,11/11/2019 12:59,Oother appropriate authorities should please go round all the school
323,MuhD Qassim Adebayo,11/11/2019 12:58,"We're appealing to you to summon a courage, take a bold step in training these peoples"
324,banbastic,11/11/2019 12:49,N-POWER are People wey Dey help youth in fluctuating
325,banbastic,11/11/2019 12:49,N-POWER Awesome
326,aladelokun jimlas,11/11/2019 12:47,N-POWER Same shoe
327,aladelokun jimlas,11/11/2019 12:47,"Is there any future end focus???, n-power is awesome but its management is not organised"
328,OjoOluwa Ibiloye-Ohjay,11/11/2019 12:45,Check Bolivia.
329,aladelokun jimlas,11/11/2019 12:43,"As rwanda if leaders can't kill 1 million, check Hong kong,…"
330,Naija4greatness,11/11/2019 12:42,"I concur with u sir, that's one of the major problems with our dear country lack of information"
331,OjoOluwa Ibiloye-Ohjay,11/11/2019 12:39,"As citizens, we have what it takes to stop corrupt officials destroying this programme"
332,OjoOluwa Ibiloye-Ohjay,11/11/2019 12:36,N-POWER I just followed back.
333,OjoOluwa Ibiloye-Ohjay,11/11/2019 12:36,I was expecting you to bring up this issue of corruption in N-POWER
334,Aminu Surajo Guga,11/11/2019 12:31,"N-POWER We were told to N1000 and a passport photograph for Identity card, Kaduna North N-Agro 
So, am enquiring…"
335,aladelokun jimlas,11/11/2019 12:30,A leaders sin is a leading sin...
336,Bolanle-Tope  Akan,11/11/2019 12:30,N-POWER seems not answerable to delay in payment
337,OjoOluwa Ibiloye-Ohjay,11/11/2019 12:29,"In N-POWER Systemic corruption is on one hand, while attitudinal decay is on the other"
338,Kalu Ndu,11/11/2019 12:23,N-POWER is really terrible
339,WHY⚽️⚽️⚽️⚽️⚽️,11/11/2019 12:16,This N-POWER is becoming useless because every month there must be a delay in payment.
340,Miracle,11/11/2019 12:13,"N-POWER please pay us, we are definitely not happy"
341,comfort Tazamui,11/11/2019 12:12,N-POWER Great one cross River
342,JIBRIL JIMOH,11/11/2019 12:10,N-POWER Beneficiaries are going crazy because of last month stipend.
343,Alao A. Abdulhameed,11/11/2019 12:09,N-POWER great work
344,DrSaint,11/11/2019 12:08,"N-POWER With 30k make team of five members, contribute 20k each there u start ur business.."
345,Alao A. Abdulhameed,11/11/2019 12:07,N-POWER Thank God
346,Alao A. Abdulhameed,11/11/2019 12:06,N-POWER Indeed
347,Miracle,11/11/2019 12:04,"N-POWER When will you people pay us, we terribly hungry."
348,Lmlm2,11/11/2019 11:58,N-POWER  you people are not still paying till now. This is bad
349,Dutchi,11/11/2019 11:54,7 7  _ng Please kindly note that npower are not responsible for your pa… 
350,adeda,11/11/2019 11:53,_ng  Southern Region NPowerTech Trainers are taking the trainee through a computer essentials revis… 
351,adukwu ekene joseph,11/11/2019 11:47,_ng Please pay us our money
352,Buchi,11/11/2019 11:41,   1 _lagos 1051 _ng  I'm… 
353,Goxide,11/11/2019 11:39,   1 _lagos 1051 _ng  How much
354,Lmlm2,11/11/2019 11:39,_ng why are ppls not pay our salary in time all d time now
355,J.T.A.,11/11/2019 11:36,I don't care to know if the government is borrowing as long as they are paying my stipend
356,Tomtwiny,11/11/2019 11:35,N-POWER What are your sources. Come to cross river and see for yourself that it is not working
357,J.T.A.,11/11/2019 11:34,Do the politicians care if the money is being borrowed before the money is looted
358,Cynthia,11/11/2019 11:33,N-POWER Please can I get the site.
359,ndifon shedrack,11/11/2019 11:33,"N-POWER I don't think news is real ooooh, please Npower team you people should very sure before dropping any new…"
360,GLife Travels and Business Services Limited,11/11/2019 11:33,"N-POWER,  How do i change my Local government...within same state of PPA..."
361,Olawale,11/11/2019 11:30,N-POWER is still not paying staffs. this is very unfair of them
362,aladelokun jimlas,11/11/2019 11:30,We live in a nation where we have narrow minded leaders which is very bad
363,Tokan,11/11/2019 11:28,"How much is the pay? Don't just exaggerate on ""they were employed""."
364,ELIOT,11/11/2019 11:24,Has.the creative program ended?
365,DeOriginal Peri Agbor,11/11/2019 11:22,"The number is very low, so many N-POWER beneficiary applied for that job but  that is normal Nigeria syndrome."
366,Al_Ameen Danbaturiya,11/11/2019 11:21,This is good for our governors to do on their state
367,O. J. OKORIE,11/11/2019 11:21,N-POWER  I am sorry you said that
368,usman kayode,11/11/2019 11:14,"But they can always give updates, or they want to deny the fact that payments of last month is still withheld?"
369,omoyovwin Mike,11/11/2019 11:12,"When will you bring back, the transition icon for 2016 batch? I have not selected my choice. When will M…"
370,milano,11/11/2019 11:12,All we think of is consumption very bad. I just followed you
371,victor oyewusi,11/11/2019 11:09,N-POWER Nice one
372,Surv. Tommy Agida (Ubiquitous).,11/11/2019 11:02,"The 76 N-Power beneficiary employed in Cross River State applied independently for the SUBEB job and when approve, the work wa given to them"
373,milano,11/11/2019 11:02,"N-POWER Hope you are aware that this 30,000 ends soon."
374,Mr All Weather 🌥,11/11/2019 10:56,N-POWER Cause you're useless as well.
375,IamRichard🧢,11/11/2019 10:53,N-POWER What about Ibadan and osun
376,Hassan Usman,11/11/2019 10:50,N-POWER Only 76 hmmm
377,OneMan OfuOnye,11/11/2019 10:50,"To those complaining about delay in payment, first of all it's not encouraging. But if you've known how this stipend is raise"
378,Mr All Weather 🌥,11/11/2019 10:50,_ng Congratulations to them cause they're free from your unpaid program.
379,Casmir Mmadu,11/11/2019 10:48,_ng Heartless elites! People who have gained the most from this system yet finds its difficult to give life… 
380,J@milu H@$$a@n K@nty,11/11/2019 10:48,_ng Congratulations to them
381,Jibril Katalyst,11/11/2019 10:48,  _ng Help me ask bro
382,Naija4greatness,11/11/2019 10:47,_ng Pls stop abusing Npower Twitter handlers they are not responsible for delays in payment of stipends
383,Shyly-ly😄😒😍,11/11/2019 10:47, _ng  u work with Fcmb😀😀😀😀😀😀
384,Adeniyi Ishaq (Easy),11/11/2019 10:40,_ng Cross River State has become pace setter
385,OjoOluwa Ibiloye-Ohjay,11/11/2019 10:33,  7 _ng You care about how the government is generating revenue? You ca… 
386,milano,11/11/2019 10:31,   _ng Thank you 
387,Abbah Isah Sadia,11/11/2019 10:28,1 _ng That's true
388,Mahmud Salihu Kaura,11/11/2019 10:24,"Even if there are Muslim's among them they are value less, they can't do anything."
389,Mr. Bertch,11/11/2019 10:24,"dont ask questions here, even d person posting this will not tell u everything about the situation"
390,Jamilu Isiya,11/11/2019 10:22,"_ng Could it be a Christian's day?,that would be a raining....."
391,J.T.A.,11/11/2019 10:18,The wealth of a Nation is for it's people. The money isn't for the government alone
392,Ubongabasi,11/11/2019 10:18,Chai.. Amazing day without Stipend. Really amazing and pretty unfair🤣🤣
393,Edet,11/11/2019 10:18,"N-POWER Why are u guys doing this to us , this is unfair????"
394,Babasala,11/11/2019 10:13,N-POWER u guys are jokers oooo!!!!
395,Mai_sheria🇳🇬,11/11/2019 10:13,N-POWER this number 76 is too poor and small oooooo
396,Mai_sheria🇳🇬,11/11/2019 10:08,N-POWER They are lucky
397,Edet,11/11/2019 10:07,Ohhh My FCT.?? What is She waiting for ?Why is She Allowing Other State to set example when she is there…
398,OjoOluwa Ibiloye-Ohjay,11/11/2019 10:07,"be patience, It's just N30,000 to you, but it's about N15,000,000,000 month for all"
399,🙏 God No Go Shame Us 🙏,11/11/2019 10:06,Tell  to do the same too
400,Farouq,11/11/2019 10:05,Hm you hijack us pls and pls release our stipend please
401,Bukola Wahab,11/11/2019 10:02,more pictures from N-POWER in southern Nigeria
402,Akinwale Abideen,11/11/2019 10:02,Imagine what a family would be passing through when stipends are not paid at as when due. It will be an injustice
403,Bukola Wahab,11/11/2019 10:01,The NPowerTech team in the southern region hit the ground running as Trainers began taking the trainees through a… 
404,Nigeria's First Son🕊🇳🇬,11/11/2019 9:52,You ought to have name the shop N power barbing saloon😩👊
405,sunshinefortune,11/11/2019 9:50,Oga 2729 come and see how things are done and this is what Lagos state is supposed to have done too
406,KNELY👑,11/11/2019 9:49,"you guys post people to banks too, guy here works seriously…"
407,Okoyi Stephen,11/11/2019 9:48,How real is npower-transition? I have been checking on the portal to transit but yet to succeed. Please what do I do? _ng
408,Abbah Isah Sadia,11/11/2019 9:43,I think all npower team are Christian that's why they don't want to pay stipend in a…
409,☠️robsman🤫,11/11/2019 9:42,"Why no payment of stipends till now, do we have to plead every month before we get our stipends... This is very poor and unfair"
410,VinceCarter,11/11/2019 9:41,Yes cos you have other Job you are doing that'swhy..
411,Akanbi kan bee,11/11/2019 9:37,N-POWER is  Scam
412,Folorunso Akeem,11/11/2019 9:34,Npower volunteers came to rescue the education sector in d state only 76 could offer job. What an ingrate
413,Brown Bread,11/11/2019 9:34,"N-POWER Delaying graduates that deserve more than 30,000 monthly.
If we continue  this way, it means we bleak future"
414,Ediale Nathaniel,11/11/2019 9:33,N-POWER when is the portal opening
415,Folorunso Akeem,11/11/2019 9:30,"Thank you for this response. My people are gullible, 76 out of how many?"
416,iyiola babajide OLUF,11/11/2019 9:29,N-POWER is Good
417,osundipe bukola,11/11/2019 9:28,Stop Celebrating with empty pockets
418,iyiola babajide OLUF,11/11/2019 9:28,"Thanks,but NPower has changed gone are the days Npower pays 24th of the month.what is the fate of 2016 batch"
419,olaye abraham,11/11/2019 9:27,My attention has been shifted from N-power to God because the poor is poorly manage.
420,Emmanuel Nyong,11/11/2019 9:26,"As an indigene of Cross River State who happens to be residing in the state, I will say the Government did nothing"
421,milano,11/11/2019 9:25,You need to define wicked😒
422,Richard RICHARD,11/11/2019 9:24,"When the npower money is just a free money for you MR Banker, you misuse it"
423,FAUZIL YUSUF,11/11/2019 9:24,Thank you....  Mouled mood got me quite
424,Monihand,11/11/2019 9:14,Nigerian graduate
425,Ahmed Dan'Auta™,11/11/2019 9:14,My backlog please
426,midow,11/11/2019 9:13,"hmmmm....Gi ve us our stipend pls!, don't be ungrateful to appreciate our effort"
427,Hassan Muhammad,11/11/2019 9:12,No money how can we  celebrate 🎊 Please is anoying.
428,PATRIOT,11/11/2019 9:10,NPowerTech (Southern) Trainers are taking time to build a solid foundation to ensure no trainee in his/…
429,Ilesanmi Durojaiye,11/11/2019 9:02,So what are you doing to see that the CRS Nhealth beneficiaries are absorbed into the CRSPHDA???
430,Otis Horsfall,11/11/2019 9:01,Congratulations to the beneficiaries and big kudos to State government and SUBEB
431,CkyView Technologies,11/11/2019 8:59,I got a text message on Friday 8th November that says 8th to 15th November for registration in…
432,😘😘Holori yemi😍😍😍😍😍,11/11/2019 8:56,N-POWER no Stipends oooo
433,Ni ne Oga Kpatakpata,11/11/2019 8:55,N-POWER no Way to go
434,Shyly-ly😄😒😍,11/11/2019 8:52,76 beneficiaries out of how many? Pls is this news.... What will happen to the rest beneficiaries
435,I AM A FARMER,11/11/2019 8:52,_ng Please what's happening to transition because I can't do it on my portal
436,Lawal Abdulkadir,11/11/2019 8:50,"Imagine 76 out thousands of beneficiaries, this is anoying"
437,I AM A FARMER,11/11/2019 8:48,N-Power focus in improving the programme
438,Segun Agboola,11/11/2019 8:44,"You guys are not talking about 2017 batch Device, are you not giving us again?"
439,Hassan Usman,11/11/2019 8:44,N-POWER Very shameless Indeed
440,J.T.A.,11/11/2019 8:43,N-POWER  I'm sorry. I really don't like being negative but you and I know the power of corruption is affecting this pogramme
441,aladelokun jimlas,11/11/2019 8:43,"But why pay late????, just 30,000 and its been paid  middle of the following month. This is very poor"
442,PURPLE-💜-CUPID,11/11/2019 8:41,Happy celebration🎉
443,Ayeni Abidemi,11/11/2019 8:38,N-POWER Amazing day without stipends? this is incredibly awkward
444,Mahmud Salihu Kaura,11/11/2019 8:38,"We are celebrating our Muslim's festival in 3 consecutive time without stipend this year, what type of injustice is this?"
445,AlKhemy,11/11/2019 8:34,N-POWER You guys have forgotten about our impact series competition right? This is not good oh
446,agihjude@yahoo.com,11/11/2019 8:33,N-POWER Wow! Congratulations to the beneficiaries
447,Babson (MUSICALS ®),11/11/2019 8:30,N-POWER Are we not collecting our device anymore???
448,Oleng01,11/11/2019 8:29,"Exiting people from ur program at will without any prior notice,  how can someone be working in a rural are…"
449,GreenLight,11/11/2019 8:27,Thank you.. we actually had amazing day.. but it should have been better with our stipends
450,rukkyawoniyi,11/11/2019 8:27,When r we getting paid for October stipend?
451,OJ. Yahaya #SDGs💦🌍💧🏞,11/11/2019 8:26,"We don't have the same line of thought okay, you have your right to your perception towards…"
452,VinceCarter,11/11/2019 8:24,N-POWER is scam
453,I sell Data(all network),11/11/2019 8:23,We need update on all uncompleted sections of the Npower program.
454,MUHAMMAD ALI INDIMI,11/11/2019 8:23,Empty pocket celebration 🎉
455,Cinderchizzy,11/11/2019 8:23,Your site is down. I need to upload my posting letter as I just got it and my id. And change of account.
456,Sirajoa Isah Yunusa,11/11/2019 8:22,What a celebrations with an empty pocket?
457,OJ. Yahaya #SDGs💦🌍💧🏞,11/11/2019 8:22,"We all have our opinions and our perceptions towards things, I'm not questioning what  you believe alright."
458,DeeSleeky,11/11/2019 8:22,Pay us please hunger is killing
459,Chantel Chinonso,11/11/2019 8:21,You are right anyway! That's total wickedness and abysmal dishonesty.
460,J.T.A.,11/11/2019 8:21,You really want to how?
461,ηα‎נєєв уυηυѕα,11/11/2019 8:21,N-POWER delay in payment is wickedness
462,milano,11/11/2019 8:20,Haba. This is not good now. N-POWER is one of the most transparent program.
463,J.T.A.,11/11/2019 8:19,Which one is a working State? Is there anything working in Nigeria?
464,Babson (MUSICALS ®),11/11/2019 8:18,But  wait are we not collecting our device anymore??? Am just curious
465,Daniel®,11/11/2019 8:18,N-POWER Up till now 11th  November no stipend.  This is wickedness of the highest order
466,Usaini Idris,11/11/2019 8:18,N-POWER Good govt
467,Best,11/11/2019 8:18,N-POWER Posting what shouldn't be posted. Our devices ooooo
468,Ahmed Zainab Labake,11/11/2019 8:17,Congratulations to the lucky beneficiaries. I believe this has to do with their commitment to their ppa
469,J.T.A.,11/11/2019 8:16,Okowa is the governor of Delta State. Did you see Delta State in the post above? Mad man.
470,Plato in Calabar,11/11/2019 8:14,N-POWER We move
471,Arc Nureym,11/11/2019 8:11,I wish our northern states will copy from this development especially in the Agro sector. because  it's obvious
472,J.T.A.,11/11/2019 8:10,N-POWER You are so shameless
473,Costus spectabilis,11/11/2019 8:10,N-POWER lacks delivery
474,Best,11/11/2019 8:10,"N-POWER pay us, we are tired of waiting"
475,OJ. Yahaya #SDGs💦🌍💧🏞,11/11/2019 8:08,"That's a working state,  weldone Cross River State"
476,Austin Sunny,11/11/2019 8:07,Congratulations to them
477,Oniko Umuakpero,11/11/2019 8:06,I have an issue with N_Tax_2017_000001619939_94 pending from Delta State Help me out
478,Npower Tech Class 6,11/11/2019 8:04,"Class 6 npower ntech      _ng  11
_DAVEMATICS… "
479,crs.npower,11/11/2019 8:03,we are pleased for the recognition. The employed beneficiaries are most grateful for the opportunity
480,Oniko Umuakpero,11/11/2019 7:56,N-POWER should really improve this programme
481,Sunday U. Omini,11/11/2019 7:56,Was it done in secret ? As far I can remember it was for those who took part in the recruitment exercise and…
482,ositaCHIBUIKE,11/11/2019 7:54,_ng Device for 2017 Beneficiaries not fulfilled?????????????????????????????????????????????????????????????… 
483,Oniko Umuakpero,11/11/2019 7:51,what is up with our stipends
484,Deco_G,11/11/2019 7:50,We 2016 beneficiaries deserve some permanent jobs from the federal government too... congrats to them
485,Costus spectabilis,11/11/2019 7:50,N-POWER we have to keep moving forward
486,O̩nàwálé Kúforíjì,11/11/2019 7:47,Keep up the good work.
487,Muritala Ismaila Kajola,11/11/2019 7:40,Congratulations.  We'll also be congratulated soon.
488,Edianaabasi louis,11/11/2019 7:40,"Good morning npower, i missed out on filling the transition form, is it possible for it to be done again. Thanks for your help."
489,idreess khalid musa,11/11/2019 7:39,So they only have 76 N-Power volunteers in the state? Youths have no future hope in this country.
490,Oniko Umuakpero,11/11/2019 7:37,N-POWER needs more of accountability
491,Costus spectabilis,11/11/2019 7:36,N-POWER please try and pay our stipend
492,LANRE4565,11/11/2019 7:35,11th of another month pls npower kindly help us with our stipend 41th day 1month and 11th days…
493,abdulrahman saleh,11/11/2019 7:32,N-POWER Good job and congratulation
494,Engr_Nayayi🌟🌠,11/11/2019 7:32,It has come to our notice that the stipend is no more longer expected at the end of months. This is not good at all !!!
495,MKAZIZ,11/11/2019 7:31,Congratulations to them.but that's a small amount compared to the overall number
496,Kola folorunsho | #Farmer | #Food,11/11/2019 7:31,Click the Opera news Hub above to learn a new Skill that may turn you to a millionaire.
497,Uchenna Obidimma,11/11/2019 7:29,"_ng Congratulations!
But what's holding or delaying the selection of our tab?"
498,Stunna Daddy,11/11/2019 7:27,Why do you people always delay payments of stipend  till the middle of the month? This is unfair
499,Salihu I. Lemu,11/11/2019 7:27,"Congratulations!
As it was better than, the scenario in Niger State. Where unfited and untested handles…"
500,Slay Pappii,11/11/2019 7:24,You should employ fresh new N-Power now
501,sirkay,11/11/2019 7:24,When are we expecting our October stipend dear N-POWER.. Good morning!
502,Harun Ozi Ahmad,11/11/2019 7:24,N-POWER When are you recruiting
503,Dada Emmanuel,11/11/2019 7:24,N-POWER 👈that's d power
504,LANRE4565,11/11/2019 7:23,Pls pay us npower dis is d 11st day now we re down kindly help us on our stipend
505,SARAKY,11/11/2019 7:23,"now that they are employed will the N- power slot be given to others to benefit, or they will collect double salary. Corruption"
506,Kola folorunsho | #Farmer | #Food,11/11/2019 7:22,Stop begging for stipend every month. Try this venture out easy to start.
507,usman kayode,11/11/2019 7:21,"N-POWER Very sad the way you people are operating, just inhuman."
508,Concepta Chinazom,11/11/2019 7:20,_N-POWER Wow!!!!!!!  Congratulations!!!!!!!!!!!
509,sikrulahy bolanle,11/11/2019 7:19,_ng A welcome development
510,Solomon,11/11/2019 7:18,congratulations to them
511,Mr valk,11/11/2019 7:17,What is happening with the transition icon and what is the implication for those finding it difficult to…
512,VinceCarter,11/11/2019 7:17,Why don't you pay before festivities
513,Hassan Muhammad,11/11/2019 7:16,Wow that is Good and welcoming but it seems that no news concerning 2017 Npower device selection and collection
514,Ismaila Habiba,11/11/2019 7:16,"Good morning, please I want to change my email address on my profile, can you please help me do that"
515,AHMED ABUBAKAR SADIQ,11/11/2019 7:16,"Pay us our stipend, you people are inhuman you don't care for our welfare"
516,oladipo mayowa,11/11/2019 7:14,Congratulations to them....
517,milano,11/11/2019 7:13,This program dey try Sha 👍
518,Prince 👑Mebitaghan Bright💟💖🎓👔,11/11/2019 7:12,"_ng Congratulations to them.
But will you people pay us?
Maybe you guys want some dragging on this App."
519,ⁿᵒʳᵗʰᵉʳⁿ,11/11/2019 7:12,N-POWERCongratulations
520,Potentials55,11/11/2019 7:11,N-POWER Good one
521,DeeSleeky,11/11/2019 7:10,Please what is the cause of the delay in our payment? This is unfair  Person wey the work no suppose chop again?
522,*BIGGY-ZANGA* 🏆🎖️🎀,11/11/2019 7:09,😂😂😂😂😂🤣 who uniqueness EPP? Make dem pay abeg
523,MUFC 💖 Kano,11/11/2019 7:09,Please when the stipend will be paid? I am tired of waiting
524,Pepple Raphael,11/11/2019 7:09,When will they pay us.
525,Ssquared,11/11/2019 7:08,Only? 🙄🙄
526,Shola A. Allstar,11/11/2019 7:08,Congratulations
527,Abiodun Toheeb,11/11/2019 7:08,Congrats to them
528,KunmI ManueL,11/11/2019 7:07,Congratulations to them
529,THIS WORLD IS VANITY!!!,11/11/2019 6:58,TAKE NPOWER BENEFICIA…
530,AHMED ABUBAKAR SADIQ,11/11/2019 6:40,You are the SSA to president on public affairs please advise the president that  N-POWER Graduate are doing great job
531,Daniel Ogunlowo,11/11/2019 5:45,"This is not fair, October stipend hasn't been paid till today 11th of November."
532,muawiyya ubale lawan,11/11/2019 4:59,"Dear Npower Team today is 11/11/2019 but their is no signal for payment,Remember some of us has their family…"
533,muawiyya ubale lawan,11/11/2019 4:51,HELLO NPOWER TEAM YOU HAVE FEAR GOD EVERY CIVIL SERVANT FORM FEDERAL LEVEL TO LOCAL GOVT LEVEL HAS RECEIVE STIPEND
534,Ivuoma Chimaobi,11/11/2019 3:51,"Well done ma Eseoghene!
You are truly a good woman.
May God continue to bless you for this good work. Amen!"
535,ohwojeheri Gloria,11/10/2019 23:15,Ohwojeheri Oghenenyore Gloria. Thanks. I just woke up and saw this
536,Writer123,11/10/2019 21:11,Pls sent me your name let me check... If it is there.....
537,Element,11/10/2019 20:28,N-POWER still a job in Nigeria?
538,ohwojeheri Gloria,11/10/2019 19:48,I just rounded up youth service at Adamawa state. Am from Delta…
539,BokoHaramSurvivor,11/10/2019 18:57,"Everytime Muslim sallah is around, that is what happens in fasting"
540,BokoHaramSurvivor,11/10/2019 18:54,Your Excellency we at N-POWER had started suffering with the movement under your governmnet
541,Writer123,11/10/2019 18:38,Where are you... At Friday last week new people was still coming to camp
542,ٓعبدالرحمن عثمان,11/10/2019 17:34,We need answer please
543,ujuju azuka,11/10/2019 16:38,"Pls after the verification are we allowed to return home to pack our belongings before returning to the training camp?
Thank You."
544,sunshinefortune,11/10/2019 15:12,Talk is cheap. Someone has been volunteering in your firm for 3yrs now and you cannot pay
545,OBAdedayor Dean,11/10/2019 15:08,Where's d registration link?
546,S. Ola Babalola,11/10/2019 15:03,Selfishness. Why exclude others? No one is stopping you from…
547,Jamaica Ifeanyi,11/10/2019 14:05,Please I need help with uploading my deployment letter on my portal. I ha…
548,Jamaica Ifeanyi,11/10/2019 14:01,I need to rectify this problem ASAP
549,Jamaica Ifeanyi,11/10/2019 14:00,Please I need information on how to upload my deployment letter on my portal as it has become an issue oh
550,Ahmad El-Maude,11/10/2019 13:14,How can I check my N-Power status ?
551,Adéwalé ọmọ ọba,11/10/2019 13:05,"Good day admin,
, i want to know how a person can know his/her NPOWER ID number, its not showing in the portal. Thanks"
552,Shollie,11/10/2019 11:44,"You may follow me, so that you can dm me. Thanks, sir"
553,Kúnlé Fálayì,11/10/2019 11:40,4real _ng      Hello sir. I need to talk to yo… 
554,😘😘Holori yemi😍😍😍😍😍,11/10/2019 11:26,N-POWER October stipend ooooo😤😤😤😤😤😤😤😤😤
555,🙏 God No Go Shame Us 🙏,11/10/2019 11:17,Recruit N-POWER beneficiaries. N-POWER beneficiaries deserves permanent appointment due to the…
556,ηα‎נєєв уυηυѕα,11/10/2019 11:12,N-POWER  Congratulations
557,Ogunmola Adeniyi Johnson,11/10/2019 10:35,N-POWER is not fixing delaying of payment
558,Bigdaddy,11/10/2019 9:01,Is the list for northern regional out pls?
559,Nasir Nuhu,11/10/2019 8:54,Sir what's happening over a year We didn't here anything about P-YES  program?. That's why…
560,ohwojeheri Gloria,11/10/2019 8:41,Hi. Gudmorning. Pls is it too late for me . I just heard abt it thanks
561,sunshinefortune,11/10/2019 7:52,This country is just something else.
562,Kabiru Isyaku baballe,11/10/2019 5:13,why you are very poor in detecting people that enjoying two salaries? Shame for your npower team
563,JavaScripted 🇳🇬,11/10/2019 4:37,N-POWER pay stipends on time
564,aFocus,11/10/2019 3:17,Permanent Jobs Not Guaranteed - Presidency.
565,~~Adam~~,11/9/2019 20:59,N-POWER hope no problem in the payment system.
